"code","name","country_id/id"
"15879","Viracachá","base.co"
"15897","Zetaquira","base.co"
"17001","Manizales","base.co"
"17013","Aguadas","base.co"
"17042","Anserma","base.co"
"17050","Aranzazu","base.co"
"17088","Belalcázar","base.co"
"17174","Chinchiná","base.co"
"17272","Filadelfia","base.co"
"17380","La Dorada ","base.co"
"17388","La Merced ","base.co"
"17433","Manzanares","base.co"
"17442","Marmato","base.co"
"17444","Marquetalia","base.co"
"17446","Marulanda","base.co"
"17486","Neira","base.co"
"17495","Norcasia","base.co"
"17513","Pácora","base.co"
"17524","Palestina","base.co"
"17541","Pensilvania","base.co"
"17614","Riosucio","base.co"
"17616","Risaralda","base.co"
"17653","Salamina","base.co"
"17662","Samaná","base.co"
"17665","San José ","base.co"
"17777","Supía","base.co"
"17867","Victoria","base.co"
"17873","Villamaría","base.co"
"17877","Viterbo","base.co"
"18001","Florencia","base.co"
"18029","Albania","base.co"
"18094","Belén De Los Andaquíes","base.co"
"18150","Cartagena Del Chairá","base.co"
"18205","Curillo","base.co"
"18247","El Doncello ","base.co"
"18256","El Paujíl ","base.co"
"18410","La Montañita ","base.co"
"18460","Milán","base.co"
"18479","Morelia","base.co"
"18592","Puerto Rico ","base.co"
"18610","San José Del Fragua","base.co"
"18753","San Vicente Del Caguán","base.co"
"18756","Solano","base.co"
"18785","Solita","base.co"
"18860","Valparaíso","base.co"
"19001","Popayán","base.co"
"19022","Almaguer","base.co"
"19050","Argelia","base.co"
"19075","Balboa","base.co"
"19100","Bolívar","base.co"
"19110","Buenos Aires ","base.co"
"19130","Cajibío","base.co"
"19137","Caldono","base.co"
"19142","Caloto","base.co"
"19212","Corinto","base.co"
"19256","El Tambo ","base.co"
"19290","Florencia","base.co"
"19300","Guachené","base.co"
"19318","Guapí","base.co"
"19355","Inzá","base.co"
"19364","Jambaló","base.co"
"19392","La Sierra ","base.co"
"19397","La Vega ","base.co"
"19418","López De Micay","base.co"
"19450","Mercaderes","base.co"
"19455","Miranda","base.co"
"19473","Morales","base.co"
"19513","Padilla","base.co"
"19517","Páez","base.co"
"19532","Patía","base.co"
"19533","Piamonte","base.co"
"19548","Piendamó - Tunía","base.co"
"19573","Puerto Tejada ","base.co"
"19585","Puracé","base.co"
"19622","Rosas","base.co"
"19693","San Sebastián ","base.co"
"19698","Santander De Quilichao","base.co"
"19701","Santa Rosa ","base.co"
"19743","Silvia","base.co"
"19760","Sotara","base.co"
"19780","Suárez","base.co"
"19785","Sucre","base.co"
"19807","Timbío","base.co"
"19809","Timbiquí","base.co"
"19821","Toribío","base.co"
"19824","Totoró","base.co"
"19845","Villa Rica ","base.co"
"20011","Aguachica","base.co"
"20013","Agustín Codazzi ","base.co"
"20032","Astrea","base.co"
"20045","Becerril","base.co"
"20060","Bosconia","base.co"
"20175","Chimichagua","base.co"
"20178","Chiriguaná","base.co"
"20228","Curumaní","base.co"
"20238","El Copey ","base.co"
"20250","El Paso ","base.co"
"20295","Gamarra","base.co"
"20310","González","base.co"
"20383","La Gloria ","base.co"
"20400","La Jagua De Ibirico","base.co"
"20443","Manaure Balcón Del Cesar","base.co"
"20517","Pailitas","base.co"
"20550","Pelaya","base.co"
"20570","Pueblo Bello ","base.co"
"20614","Río De Oro","base.co"
"20621","La Paz ","base.co"
"20710","San Alberto ","base.co"
"20750","San Diego ","base.co"
"20770","San Martín ","base.co"
"20787","Tamalameque","base.co"
"23001","Montería","base.co"
"23068","Ayapel","base.co"
"23079","Buenavista","base.co"
"23090","Canalete","base.co"
"23162","Cereté","base.co"
"23168","Chimá","base.co"
"23182","Chinú","base.co"
"23189","Ciénaga De Oro","base.co"
"23300","Cotorra","base.co"
"23350","La Apartada ","base.co"
"23417","Lorica","base.co"
"23419","Los Córdobas ","base.co"
"23464","Momil","base.co"
"23466","Montelíbano","base.co"
"23500","Moñitos","base.co"
"23555","Planeta Rica ","base.co"
"23570","Pueblo Nuevo ","base.co"
"23574","Puerto Escondido ","base.co"
"23580","Puerto Libertador ","base.co"
"23586","Purísima De La Concepción","base.co"
"23660","Sahagún","base.co"
"23670","San Andrés De Sotavento","base.co"
"23672","San Antero ","base.co"
"23675","San Bernardo Del Viento","base.co"
"23678","San Carlos ","base.co"
"23682","San José De Uré","base.co"
"23686","San Pelayo ","base.co"
"23807","Tierralta","base.co"
"23815","Tuchín","base.co"
"23855","Valencia","base.co"
"25001","Agua De Dios","base.co"
"25019","Albán","base.co"
"25035","Anapoima","base.co"
"25040","Anolaima","base.co"
"25053","Arbeláez","base.co"
"25086","Beltrán","base.co"
"25095","Bituima","base.co"
"25099","Bojacá","base.co"
"25120","Cabrera","base.co"
"25123","Cachipay","base.co"
"25126","Cajicá","base.co"
"25148","Caparrapí","base.co"
"25151","Cáqueza","base.co"
"25154","Carmen De Carupa","base.co"
"25168","Chaguaní","base.co"
"25175","Chía","base.co"
"25178","Chipaque","base.co"
"25181","Choachí","base.co"
"25183","Chocontá","base.co"
"25200","Cogua","base.co"
"25214","Cota","base.co"
"25224","Cucunubá","base.co"
"25245","El Colegio ","base.co"
"25258","El Peñón ","base.co"
"25260","El Rosal ","base.co"
"25269","Facatativá","base.co"
"25279","Fómeque","base.co"
"25281","Fosca","base.co"
"25286","Funza","base.co"
"25288","Fúquene","base.co"
"25290","Fusagasugá","base.co"
"25293","Gachalá","base.co"
"25295","Gachancipá","base.co"
"25297","Gachetá","base.co"
"25299","Gama","base.co"
"25307","Girardot","base.co"
"25312","Granada","base.co"
"25317","Guachetá","base.co"
"25320","Guaduas","base.co"
"25322","Guasca","base.co"
"25324","Guataquí","base.co"
"25326","Guatavita","base.co"
"25328","Guayabal De Síquima","base.co"
"25335","Guayabetal","base.co"
"25339","Gutiérrez","base.co"
"25368","Jerusalén","base.co"
"25372","Junín","base.co"
"25377","La Calera ","base.co"
"25386","La Mesa ","base.co"
"25394","La Palma ","base.co"
"25398","La Peña ","base.co"
"25402","La Vega ","base.co"
"25407","Lenguazaque","base.co"
"25426","Machetá","base.co"
"25430","Madrid","base.co"
"25436","Manta","base.co"
"25438","Medina","base.co"
"25473","Mosquera","base.co"
"25483","Nariño","base.co"
"25486","Nemocón","base.co"
"25488","Nilo","base.co"
"25489","Nimaima","base.co"
"25491","Nocaima","base.co"
"25506","Venecia","base.co"
"25513","Pacho","base.co"
"25518","Paime","base.co"
"25524","Pandi","base.co"
"25530","Paratebueno","base.co"
"25535","Pasca","base.co"
"25572","Puerto Salgar ","base.co"
"25580","Pulí","base.co"
"25592","Quebradanegra","base.co"
"25594","Quetame","base.co"
"25596","Quipile","base.co"
"25599","Apulo","base.co"
"25612","Ricaurte","base.co"
"25645","San Antonio Del Tequendama","base.co"
"25649","San Bernardo ","base.co"
"25653","San Cayetano ","base.co"
"25658","San Francisco ","base.co"
"25662","San Juan De Rioseco","base.co"
"25718","Sasaima","base.co"
"25736","Sesquilé","base.co"
"25740","Sibaté","base.co"
"25743","Silvania","base.co"
"25745","Simijaca","base.co"
"25754","Soacha","base.co"
"25758","Sopó","base.co"
"25769","Subachoque","base.co"
"25772","Suesca","base.co"
"25777","Supatá","base.co"
"25779","Susa","base.co"
"25781","Sutatausa","base.co"
"25785","Tabio","base.co"
"25793","Tausa","base.co"
"25797","Tena","base.co"
"25799","Tenjo","base.co"
"25805","Tibacuy","base.co"
"25807","Tibirita","base.co"
"25815","Tocaima","base.co"
"25817","Tocancipá","base.co"
"25823","Topaipí","base.co"
"25839","Ubalá","base.co"
"25841","Ubaque","base.co"
"25843","Villa De San Diego De Ubaté","base.co"
"25845","Une","base.co"
"25851","Útica","base.co"
"25862","Vergara","base.co"
"25867","Vianí","base.co"
"25871","Villagómez","base.co"
"25873","Villapinzón","base.co"
"25875","Villeta","base.co"
"25878","Viotá","base.co"
"25885","Yacopí","base.co"
"25898","Zipacón","base.co"
"25899","Zipaquirá","base.co"
"27001","Quibdó","base.co"
"27006","Acandí","base.co"
"27025","Alto Baudó ","base.co"
"27050","Atrato","base.co"
"27073","Bagadó","base.co"
"27075","Bahía Solano ","base.co"
"27077","Bajo Baudó ","base.co"
"27099","Bojayá","base.co"
"27135","El Cantón Del San Pablo ","base.co"
"27150","Carmen Del Darién","base.co"
"27160","Cértegui","base.co"
"27205","Condoto","base.co"
"27245","El Carmen De Atrato","base.co"
"27250","El Litoral Del San Juan ","base.co"
"27361","Istmina","base.co"
"27372","Juradó","base.co"
"27413","Lloró","base.co"
"27425","Medio Atrato ","base.co"
"27430","Medio Baudó ","base.co"
"27450","Medio San Juan","base.co"
"27491","Nóvita","base.co"
"27495","Nuquí","base.co"
"27580","Río Iró ","base.co"
"27600","Río Quito ","base.co"
"27615","Riosucio","base.co"
"27660","San José Del Palmar","base.co"
"27745","Sipí","base.co"
"27787","Tadó","base.co"
"27800","Unguía","base.co"
"27810","Unión Panamericana ","base.co"
"41001","Neiva","base.co"
"41006","Acevedo","base.co"
"41013","Agrado","base.co"
"41016","Aipe","base.co"
"41020","Algeciras","base.co"
"41026","Altamira","base.co"
"41078","Baraya","base.co"
"41132","Campoalegre","base.co"
"41206","Colombia","base.co"
"41244","Elías","base.co"
"41298","Garzón","base.co"
"41306","Gigante","base.co"
"41319","Guadalupe","base.co"
"41349","Hobo","base.co"
"41357","Íquira","base.co"
"41359","Isnos","base.co"
"41378","La Argentina ","base.co"
"41396","La Plata ","base.co"
"41483","Nátaga","base.co"
"41503","Oporapa","base.co"
"41518","Paicol","base.co"
"41524","Palermo","base.co"
"41530","Palestina","base.co"
"41548","Pital","base.co"
"41551","Pitalito","base.co"
"41615","Rivera","base.co"
"41660","Saladoblanco","base.co"
"41668","San Agustín ","base.co"
"41676","Santa María ","base.co"
"41770","Suaza","base.co"
"41791","Tarqui","base.co"
"41797","Tesalia","base.co"
"41799","Tello","base.co"
"41801","Teruel","base.co"
"41807","Timaná","base.co"
"41872","Villavieja","base.co"
"41885","Yaguará","base.co"
"44001","Riohacha","base.co"
"44035","Albania","base.co"
"44078","Barrancas","base.co"
"44090","Dibulla","base.co"
"44098","Distracción","base.co"
"44110","El Molino ","base.co"
"44279","Fonseca","base.co"
"44378","Hatonuevo","base.co"
"44420","La Jagua Del Pilar","base.co"
"44430","Maicao","base.co"
"44560","Manaure","base.co"
"44650","San Juan Del Cesar","base.co"
"44847","Uribia","base.co"
"44855","Urumita","base.co"
"44874","Villanueva","base.co"
"47001","Santa Marta ","base.co"
"47030","Algarrobo","base.co"
"47053","Aracataca","base.co"
"47058","Ariguaní","base.co"
"47161","Cerro De San Antonio","base.co"
"47170","Chivolo","base.co"
"47189","Ciénaga","base.co"
"47205","Concordia","base.co"
"47245","El Banco ","base.co"
"47258","El Piñón ","base.co"
"47268","El Retén ","base.co"
"47288","Fundación","base.co"
"47318","Guamal","base.co"
"47460","Nueva Granada ","base.co"
"47541","Pedraza","base.co"
"47545","Pijiño Del Carmen","base.co"
"47551","Pivijay","base.co"
"47555","Plato","base.co"
"47570","Puebloviejo","base.co"
"47605","Remolino","base.co"
"47660","Sabanas De San Ángel","base.co"
"47675","Salamina","base.co"
"47692","San Sebastián De Buenavista","base.co"
"47703","San Zenón ","base.co"
"47707","Santa Ana ","base.co"
"47720","Santa Bárbara De Pinto","base.co"
"47745","Sitionuevo","base.co"
"47798","Tenerife","base.co"
"47960","Zapayán","base.co"
"47980","Zona Bananera ","base.co"
"50001","Villavicencio","base.co"
"50006","Acacías","base.co"
"50110","Barranca De Upía","base.co"
"50124","Cabuyaro","base.co"
"50150","Castilla La Nueva","base.co"
"50223","Cubarral","base.co"
"50226","Cumaral","base.co"
"50245","El Calvario ","base.co"
"50251","El Castillo ","base.co"
"50270","El Dorado ","base.co"
"50287","Fuente De Oro","base.co"
"50313","Granada","base.co"
"50318","Guamal","base.co"
"50325","Mapiripán","base.co"
"50330","Mesetas","base.co"
"50350","La Macarena ","base.co"
"50370","Uribe","base.co"
"50400","Lejanías","base.co"
"50450","Puerto Concordia ","base.co"
"50568","Puerto Gaitán ","base.co"
"50573","Puerto López ","base.co"
"50577","Puerto Lleras ","base.co"
"50590","Puerto Rico ","base.co"
"50606","Restrepo","base.co"
"50680","San Carlos De Guaroa","base.co"
"50683","San Juan De Arama","base.co"
"50686","San Juanito ","base.co"
"50689","San Martín ","base.co"
"50711","Vistahermosa","base.co"
"52001","Pasto","base.co"
"52019","Albán","base.co"
"52022","Aldana","base.co"
"52036","Ancuyá","base.co"
"52051","Arboleda","base.co"
"52079","Barbacoas","base.co"
"52083","Belén","base.co"
"52110","Buesaco","base.co"
"52203","Colón","base.co"
"52207","Consacá","base.co"
"52210","Contadero","base.co"
"52215","Córdoba","base.co"
"52224","Cuaspúd","base.co"
"52227","Cumbal","base.co"
"52233","Cumbitara","base.co"
"52240","Chachagüí","base.co"
"52250","El Charco ","base.co"
"52254","El Peñol ","base.co"
"52256","El Rosario ","base.co"
"52258","El Tablón De Gómez","base.co"
"52260","El Tambo ","base.co"
"52287","Funes","base.co"
"52317","Guachucal","base.co"
"52320","Guaitarilla","base.co"
"52323","Gualmatán","base.co"
"52352","Iles","base.co"
"52354","Imués","base.co"
"52356","Ipiales","base.co"
"52378","La Cruz ","base.co"
"52381","La Florida ","base.co"
"52385","La Llanada ","base.co"
"52390","La Tola ","base.co"
"52399","La Unión ","base.co"
"52405","Leiva","base.co"
"52411","Linares","base.co"
"52418","Los Andes ","base.co"
"52427","Magüí","base.co"
"52435","Mallama","base.co"
"52473","Mosquera","base.co"
"52480","Nariño","base.co"
"52490","Olaya Herrera ","base.co"
"52506","Ospina","base.co"
"52520","Francisco Pizarro ","base.co"
"52540","Policarpa","base.co"
"52560","Potosí","base.co"
"52565","Providencia","base.co"
"52573","Puerres","base.co"
"52585","Pupiales","base.co"
"52612","Ricaurte","base.co"
"52621","Roberto Payán ","base.co"
"52678","Samaniego","base.co"
"52683","Sandoná","base.co"
"52685","San Bernardo ","base.co"
"52687","San Lorenzo ","base.co"
"52693","San Pablo ","base.co"
"52694","San Pedro De Cartago","base.co"
"52696","Santa Bárbara ","base.co"
"52699","Santacruz","base.co"
"52720","Sapuyes","base.co"
"52786","Taminango","base.co"
"52788","Tangua","base.co"
"52835","San Andrés De Tumaco","base.co"
"52838","Túquerres","base.co"
"52885","Yacuanquer","base.co"
"54001","San José De Cúcuta","base.co"
"54003","Ábrego","base.co"
"54051","Arboledas","base.co"
"54099","Bochalema","base.co"
"54109","Bucarasica","base.co"
"54125","Cácota","base.co"
"54128","Cáchira","base.co"
"54172","Chinácota","base.co"
"54174","Chitagá","base.co"
"54206","Convención","base.co"
"54223","Cucutilla","base.co"
"54239","Durania","base.co"
"54245","El Carmen ","base.co"
"54250","El Tarra ","base.co"
"54261","El Zulia ","base.co"
"54313","Gramalote","base.co"
"54344","Hacarí","base.co"
"54347","Herrán","base.co"
"54377","Labateca","base.co"
"54385","La Esperanza ","base.co"
"54398","La Playa ","base.co"
"54405","Los Patios ","base.co"
"54418","Lourdes","base.co"
"54480","Mutiscua","base.co"
"54498","Ocaña","base.co"
"54518","Pamplona","base.co"
"54520","Pamplonita","base.co"
"54553","Puerto Santander ","base.co"
"54599","Ragonvalia","base.co"
"54660","Salazar","base.co"
"54670","San Calixto ","base.co"
"54673","San Cayetano ","base.co"
"54680","Santiago","base.co"
"54720","Sardinata","base.co"
"54743","Silos","base.co"
"54800","Teorama","base.co"
"54810","Tibú","base.co"
"54820","Toledo","base.co"
"54871","Villa Caro ","base.co"
"54874","Villa Del Rosario","base.co"
"63111","Buenavista","base.co"
"63130","Calarcá","base.co"
"63190","Circasia","base.co"
"63212","Córdoba","base.co"
"63272","Filandia","base.co"
"63302","Génova","base.co"
"63401","La Tebaida ","base.co"
"63470","Montenegro","base.co"
"63548","Pijao","base.co"
"63594","Quimbaya","base.co"
"63690","Salento","base.co"
"66001","Pereira","base.co"
"66045","Apía","base.co"
"66075","Balboa","base.co"
"66088","Belén De Umbría","base.co"
"66170","Dosquebradas","base.co"
"66318","Guática","base.co"
"66383","La Celia ","base.co"
"66400","La Virginia ","base.co"
"66440","Marsella","base.co"
"66456","Mistrató","base.co"
"66572","Pueblo Rico ","base.co"
"66594","Quinchía","base.co"
"66682","Santa Rosa De Cabal","base.co"
"66687","Santuario","base.co"
"68013","Aguada","base.co"
"68020","Albania","base.co"
"68051","Aratoca","base.co"
"68077","Barbosa","base.co"
"68079","Barichara","base.co"
"68081","Barrancabermeja","base.co"
"68092","Betulia","base.co"
"68101","Bolívar","base.co"
"68121","Cabrera","base.co"
"68132","California","base.co"
"68147","Capitanejo","base.co"
"68152","Carcasí","base.co"
"68160","Cepitá","base.co"
"68162","Cerrito","base.co"
"68167","Charalá","base.co"
"68169","Charta","base.co"
"68176","Chima","base.co"
"68179","Chipatá","base.co"
"68190","Cimitarra","base.co"
"68207","Concepción","base.co"
"68209","Confines","base.co"
"68211","Contratación","base.co"
"68217","Coromoro","base.co"
"68229","Curití","base.co"
"68235","El Carmen De Chucurí","base.co"
"68245","El Guacamayo ","base.co"
"68250","El Peñón ","base.co"
"68255","El Playón ","base.co"
"68264","Encino","base.co"
"68266","Enciso","base.co"
"68271","Florián","base.co"
"68276","Floridablanca","base.co"
"68296","Galán","base.co"
"68298","Gámbita","base.co"
"68307","Girón","base.co"
"68318","Guaca","base.co"
"68320","Guadalupe","base.co"
"68322","Guapotá","base.co"
"68324","Guavatá","base.co"
"68327","Güepsa","base.co"
"68344","Hato","base.co"
"68368","Jesús María ","base.co"
"68370","Jordán","base.co"
"68377","La Belleza ","base.co"
"68385","Landázuri","base.co"
"68397","La Paz ","base.co"
"68406","Lebrija","base.co"
"68418","Los Santos ","base.co"
"68425","Macaravita","base.co"
"68432","Málaga","base.co"
"68444","Matanza","base.co"
"68464","Mogotes","base.co"
"68468","Molagavita","base.co"
"68498","Ocamonte","base.co"
"68500","Oiba","base.co"
"68502","Onzaga","base.co"
"68522","Palmar","base.co"
"68524","Palmas Del Socorro","base.co"
"68533","Páramo","base.co"
"68547","Piedecuesta","base.co"
"68549","Pinchote","base.co"
